,0,1,2
0,3.969,2.002,22.19524
1,3.911,2.0,22.19524
2,3.905,2.0,22.19524
3,3.901,2.0,22.19524
4,3.897,2.0,22.19524
5,3.893,2.0,22.19524
6,3.89,2.0,22.21083
7,3.886,2.0,22.21083
8,3.883,2.0,22.22643
9,3.88,2.0,22.22643
10,3.877,2.0,22.24202
11,3.874,2.0,22.24202
12,3.871,2.0,22.25761
13,3.869,2.0,22.25761
14,3.866,2.0,22.2732
15,3.863,1.999,22.2732
16,3.861,2.0,22.2888
17,3.859,1.999,22.2888
18,3.856,2.0,22.30439
19,3.854,2.0,22.30439
20,3.851,2.0,22.31998
21,3.849,2.0,22.31998
22,3.847,2.0,22.33558
23,3.844,2.0,22.33558
24,3.842,2.0,22.35117
25,3.84,2.0,22.36676
26,3.838,2.0,22.36676
27,3.836,2.0,22.36676
28,3.834,2.0,22.38235
29,3.832,2.0,22.38235
30,3.83,2.0,22.39795
31,3.828,2.0,22.39795
32,3.826,2.0,22.41354
33,3.825,2.0,22.42913
34,3.823,2.0,22.42913
35,3.821,2.0,22.44473
36,3.819,2.0,22.44473
37,3.817,2.0,22.44473
38,3.815,2.0,22.46032
39,3.814,2.0,22.46032
40,3.812,2.0,22.47591
41,3.81,2.0,22.4915
42,3.809,2.0,22.5071
43,3.807,2.0,22.5071
44,3.806,2.0,22.52269
45,3.804,2.0,22.52269
46,3.802,2.0,22.53828
47,3.801,2.0,22.53828
48,3.799,2.0,22.53828
49,3.798,2.0,22.55388
50,3.796,2.0,22.55388
51,3.795,2.0,22.56947
52,3.793,2.0,22.56947
53,3.792,2.0,22.58506
54,3.79,2.0,22.58506
55,3.789,2.0,22.60066
56,3.787,2.0,22.60066
57,3.786,2.0,22.61625
58,3.785,2.0,22.63184
59,3.783,2.0,22.64744
60,3.782,2.0,22.64744
61,3.78,2.0,22.66303
62,3.779,2.0,22.66303
63,3.778,2.0,22.67862
64,3.777,2.0,22.67862
65,3.775,2.0,22.69421
66,3.774,2.0,22.69421
67,3.773,2.0,22.70981
68,3.771,2.001,22.70981
69,3.77,2.0,22.7254
70,3.769,1.999,22.74099
71,3.768,2.0,22.75659
72,3.767,2.0,22.75659
73,3.765,2.001,22.77218
74,3.764,2.0,22.77218
75,3.763,2.0,22.78777
76,3.762,2.0,22.78777
77,3.761,2.0,22.80336
78,3.76,2.001,22.80336
79,3.759,2.0,22.80336
80,3.757,2.0,22.80336
81,3.756,2.0,22.81896
82,3.755,2.0,22.81896
83,3.754,2.0,22.83455
84,3.753,2.0,22.83455
85,3.752,2.0,22.86574
86,3.751,2.0,22.86574
87,3.75,2.0,22.88133
88,3.749,2.0,22.88133
89,3.748,2.001,22.88133
90,3.747,2.0,22.88133
91,3.746,2.0,22.91252
92,3.745,2.0,22.91252
93,3.744,2.0,22.92811
94,3.743,2.0,22.92811
95,3.742,2.0,22.9437
96,3.741,2.0,22.9437
97,3.74,2.0,22.95929
98,3.739,2.0,22.95929
99,3.738,2.0,22.97489
100,3.737,2.0,22.97489
101,3.736,2.0,22.99048
102,3.735,2.0,23.00607
103,3.734,2.0,23.02167
104,3.734,2.0,23.02167
105,3.733,2.0,23.02167
106,3.732,2.0,23.03726
107,3.731,2.0,23.05285
108,3.73,2.0,23.05285
109,3.729,2.0,23.06845
110,3.729,2.0,23.06845
111,3.728,2.0,23.08404
112,3.727,2.0,23.09963
113,3.726,2.0,23.09963
114,3.725,2.0,23.11522
115,3.724,2.0,23.11522
116,3.723,2.0,23.13082
117,3.723,2.0,23.14641
118,3.722,2.0,23.14641
119,3.721,2.0,23.14641
120,3.72,2.0,23.162
121,3.72,2.0,23.1776
122,3.719,2.001,23.1776
123,3.718,2.0,23.19319
124,3.717,2.0,23.19319
125,3.717,2.0,23.20878
126,3.716,2.0,23.22437
127,3.715,2.0,23.22437
128,3.714,2.0,23.23997
129,3.714,2.0,23.25556
130,3.713,2.0,23.27115
131,3.712,2.0,23.27115
132,3.712,2.0,23.28675
133,3.711,2.0,23.28675
134,3.71,2.0,23.28675
135,3.709,2.0,23.30234
136,3.709,2.0,23.31793
137,3.708,2.0,23.31793
138,3.707,2.0,23.33352
139,3.707,2.0,23.33352
140,3.706,2.0,23.34912
141,3.706,2.0,23.34912
142,3.705,2.0,23.36471
143,3.704,2.0,23.36471
144,3.704,2.0,23.3959
145,3.703,2.0,23.3959
146,3.702,2.0,23.41149
147,3.702,2.001,23.41149
148,3.701,2.0,23.42708
149,3.701,2.0,23.42708
150,3.7,2.0,23.44268
151,3.7,2.0,23.44268
152,3.699,2.0,23.45827
153,3.698,2.0,23.45827
154,3.697,2.0,23.47386
155,3.697,2.0,23.47386
156,3.697,2.0,23.48945
