,0,1,2
0,3.844,3.004,25.76602
1,3.749,3.0,25.75043
2,3.74,3.0,25.75043
3,3.732,3.0,25.76602
4,3.725,3.0,25.76602
5,3.719,2.999,25.76602
6,3.712,3.0,25.79721
7,3.706,3.0,25.79721
8,3.701,3.0,25.84399
9,3.696,3.0,25.84399
10,3.69,3.0,25.89077
11,3.686,2.999,25.90636
12,3.681,3.0,25.96873
13,3.676,3.0,25.96873
14,3.671,3.0,26.01551
15,3.667,3.0,26.03111
16,3.662,3.0,26.06229
17,3.658,3.0,26.07788
18,3.653,2.999,26.12466
19,3.649,3.0,26.12466
20,3.645,2.999,26.17144
21,3.641,3.0,26.18703
22,3.637,3.0,26.20263
23,3.633,3.001,26.23381
24,3.629,3.0,26.24941
25,3.625,2.999,26.28059
26,3.621,3.0,26.31178
27,3.618,3.0,26.32737
28,3.614,2.999,26.34296
29,3.611,3.0,26.35856
30,3.607,3.0,26.38974
31,3.603,3.0,26.40534
32,3.6,3.0,26.43652
33,3.596,3.0,26.45211
34,3.593,2.999,26.46771
35,3.589,3.0,26.49889
36,3.586,3.0,26.51448
37,3.583,3.0,26.54567
38,3.58,3.0,26.54567
39,3.576,3.0,26.57686
40,3.573,3.0,26.57686
41,3.57,3.0,26.62364
42,3.567,3.0,26.62364
43,3.564,2.999,26.65482
44,3.561,3.0,26.67042
45,3.557,3.0,26.7016
46,3.555,2.999,26.7016
47,3.551,3.0,26.74838
48,3.548,3.001,26.74838
49,3.546,3.0,26.79516
50,3.543,3.0,26.79516
51,3.54,3.0,26.82635
52,3.537,3.0,26.82635
53,3.534,3.0,26.85753
54,3.532,3.0,26.85753
55,3.529,3.0,26.90431
56,3.526,3.0,26.90431
57,3.523,3.0,26.9355
58,3.521,2.999,26.9355
59,3.518,2.999,26.98227
60,3.516,3.0,26.98227
61,3.513,3.0,27.02905
62,3.51,3.0,27.02905
63,3.508,3.0,27.06024
64,3.505,2.999,27.07583
65,3.503,3.0,27.10702
66,3.501,3.0,27.12261
67,3.498,3.0,27.1538
68,3.496,2.999,27.16939
69,3.494,3.0,27.20058
70,3.491,3.0,27.21617
71,3.489,3.0,27.23176
72,3.487,3.0,27.24735
73,3.484,3.0,27.27854
74,3.482,3.0,27.29413
75,3.48,3.0,27.32532
76,3.478,3.0,27.35651
77,3.476,3.0,27.3721
78,3.474,3.0,27.40328
79,3.472,3.0,27.41888
80,3.47,2.999,27.45006
81,3.467,3.0,27.46566
82,3.465,3.0,27.49684
83,3.464,3.0,27.51243
84,3.462,3.0,27.54362
85,3.46,3.0,27.55922
86,3.458,3.0,27.5904
87,3.456,3.0,27.62159
88,3.454,3.0,27.65277
89,3.453,3.0,27.65277
90,3.451,3.0,27.69955
91,3.449,3.0,27.69955
92,3.447,3.0,27.76192
93,3.445,3.0,27.76192
94,3.444,3.0,27.8087
