,0,1,2
0,3.786,3.501,28.80665
1,3.696,3.5,28.80665
2,3.685,3.5,28.80665
3,3.676,3.5,28.80665
4,3.667,3.5,28.82224
5,3.659,3.5,28.82224
6,3.652,3.5,28.86902
7,3.645,3.5,28.86902
8,3.638,3.5,28.93139
9,3.632,3.5,28.94699
10,3.626,3.5,29.00936
11,3.62,3.5,29.00936
12,3.614,3.5,29.07173
13,3.608,3.5,29.07173
14,3.603,3.5,29.14969
15,3.597,3.5,29.14969
16,3.592,3.5,29.21207
17,3.586,3.5,29.22766
18,3.581,3.5,29.27444
19,3.576,3.5,29.29003
20,3.571,3.5,29.33681
21,3.566,3.5,29.33681
22,3.561,3.5,29.38359
23,3.556,3.5,29.39918
24,3.551,3.5,29.43037
25,3.547,3.5,29.46155
26,3.542,3.5,29.47714
27,3.537,3.5,29.50833
28,3.533,3.5,29.53952
29,3.528,3.5,29.55511
30,3.524,3.5,29.5863
31,3.519,3.5,29.61748
32,3.515,3.5,29.63308
33,3.51,3.5,29.66426
34,3.506,3.5,29.69545
35,3.502,3.5,29.71104
36,3.498,3.5,29.74223
37,3.493,3.5,29.77341
38,3.489,3.5,29.78901
39,3.485,3.5,29.83578
40,3.481,3.5,29.85138
41,3.477,3.5,29.88256
42,3.473,3.5,29.89816
43,3.469,3.5,29.92934
44,3.466,3.5,29.96053
45,3.462,3.5,29.99171
46,3.458,3.501,30.00723
47,3.454,3.5,30.03811
48,3.45,3.5,30.069
49,3.447,3.5,30.09988
50,3.443,3.5,30.11532
51,3.44,3.5,30.1462
52,3.436,3.5,30.16164
53,3.433,3.5,30.20796
54,3.429,3.501,30.2234
55,3.426,3.5,30.25428
56,3.423,3.5,30.26972
57,3.419,3.5,30.31604
58,3.416,3.5,30.33148
59,3.413,3.5,30.39325
60,3.41,3.5,30.39325
61,3.407,3.5,30.43957
62,3.403,3.5,30.45501
63,3.4,3.5,30.48589
64,3.397,3.5,30.48589
65,3.394,3.5,30.54765
66,3.391,3.5,30.54765
67,3.388,3.5,30.59397
68,3.386,3.5,30.59397
69,3.383,3.5,30.64029
70,3.38,3.5,30.64029
71,3.377,3.5,30.70205
72,3.374,3.5,30.7175
73,3.372,3.5,30.77926
74,3.369,3.5,30.77926
75,3.367,3.5,30.82558
76,3.364,3.5,30.84102
77,3.362,3.5,30.8719
78,3.359,3.5,30.88734
79,3.357,3.5,30.93366
80,3.355,3.5,30.9491
81,3.352,3.5,30.99542
82,3.35,3.5,31.01087
83,3.348,3.5,31.05719
84,3.346,3.5,31.07263
85,3.344,3.5,31.11895
86,3.341,3.5,31.13439
87,3.339,3.5,31.16527
88,3.337,3.5,31.19615
89,3.335,3.5,31.21159
90,3.333,3.5,31.24247
91,3.331,3.5,31.28879
92,3.329,3.5,31.30423
93,3.327,3.5,31.33512
94,3.326,3.5,31.38143
95,3.324,3.5,31.41232
96,3.322,3.5,31.42776
97,3.321,3.5,31.45864
98,3.319,3.5,31.48952
99,3.317,3.5,31.5204
100,3.316,3.5,31.55128
101,3.314,3.5,31.58216
102,3.313,3.5,31.61304
103,3.311,3.5,31.64392
104,3.31,3.5,31.6748
105,3.309,3.5,31.70568
106,3.307,3.5,31.75201
107,3.306,3.5,31.76744
108,3.305,3.5,31.81377
109,3.303,3.5,31.82921
110,3.302,3.5,31.87553
111,3.301,3.5,31.89097
112,3.3,3.5,31.95273
113,3.299,3.5,31.95273
114,3.297,3.5,32.0145
115,3.296,3.5,32.0145
116,3.295,3.5,32.06081
117,3.294,3.5,32.07626
118,3.293,3.5,32.15346
