,0,1,2
0,4.07,1.006,21.8366
1,4.035,1.0,21.82101
2,4.032,1.0,21.82101
3,4.03,1.0,21.82101
4,4.027,1.0,21.82101
5,4.025,1.0,21.82101
6,4.023,0.999,21.82101
7,4.021,1.0,21.82101
8,4.02,0.999,21.8366
9,4.018,1.0,21.8366
10,4.016,1.0,21.8366
11,4.014,1.0,21.85219
12,4.013,0.999,21.85219
13,4.012,0.999,21.85219
14,4.01,1.0,21.85219
15,4.009,1.0,21.85219
16,4.007,0.999,21.86779
17,4.006,1.0,21.86779
18,4.004,1.0,21.86779
19,4.003,1.0,21.88338
20,4.002,1.0,21.88338
21,4.001,1.0,21.88338
22,3.999,1.0,21.89897
23,3.998,0.999,21.89897
24,3.997,1.0,21.89897
25,3.996,1.0,21.89897
26,3.995,1.0,21.89897
27,3.993,1.0,21.91457
28,3.992,1.0,21.91457
29,3.991,1.0,21.91457
30,3.99,1.0,21.91457
31,3.989,1.0,21.91457
32,3.988,1.0,21.93016
33,3.987,1.0,21.93016
34,3.986,1.0,21.93016
35,3.985,0.999,21.93016
36,3.984,1.001,21.93016
37,3.983,0.999,21.93016
38,3.982,1.0,21.93016
39,3.981,0.999,21.94575
40,3.98,1.0,21.94575
41,3.979,1.0,21.94575
42,3.978,1.0,21.94575
43,3.977,1.0,21.94575
44,3.977,1.0,21.94575
45,3.976,1.0,21.96135
46,3.975,1.0,21.96135
47,3.974,1.0,21.96135
48,3.973,1.0,21.96135
49,3.972,1.001,21.96135
50,3.971,1.0,21.96135
51,3.971,1.0,21.96135
52,3.97,0.999,21.96135
53,3.969,0.999,21.97694
54,3.968,0.999,21.97694
55,3.967,1.0,21.97694
56,3.967,1.0,21.97694
57,3.966,1.0,21.99253
58,3.965,1.0,21.99253
59,3.964,1.0,21.99253
60,3.964,1.0,21.99253
61,3.963,1.0,21.99253
62,3.962,1.0,21.99253
63,3.962,1.0,21.99253
64,3.961,1.0,21.99253
65,3.96,0.999,22.00813
66,3.959,1.0,21.99253
67,3.959,1.0,22.00813
68,3.958,1.0,22.00813
69,3.957,1.0,22.00813
70,3.957,1.0,22.00813
71,3.956,1.0,22.00813
72,3.955,1.0,22.00813
73,3.955,1.0,22.02372
74,3.954,1.0,22.02372
75,3.953,1.0,22.02372
76,3.953,1.0,22.02372
77,3.952,1.0,22.02372
78,3.951,1.0,22.02372
79,3.951,1.0,22.02372
80,3.95,1.0,22.02372
81,3.95,0.999,22.03931
82,3.949,1.0,22.03931
83,3.948,1.0,22.03931
84,3.948,1.0,22.03931
85,3.947,1.0,22.03931
86,3.947,0.999,22.03931
87,3.946,0.999,22.03931
88,3.946,1.0,22.0549
89,3.945,1.0,22.0549
90,3.944,1.0,22.0549
91,3.944,1.0,22.0549
92,3.943,1.0,22.0549
93,3.942,1.0,22.0549
94,3.942,1.0,22.0549
95,3.941,1.0,22.0549
96,3.941,1.0,22.0549
97,3.94,1.0,22.0705
98,3.94,1.0,22.0705
