,0,1,2
0,3.982,2.004,23.42708
1,3.951,2.0,23.42708
2,3.946,2.0,23.42708
3,3.942,1.999,23.42708
4,3.939,2.0,23.42708
5,3.936,2.0,23.42708
6,3.933,2.0,23.42708
7,3.93,2.0,23.42708
8,3.927,2.0,23.45827
9,3.924,2.0,23.45827
10,3.922,2.0,23.48945
11,3.919,2.0,23.48945
12,3.917,2.0,23.52064
13,3.915,2.0,23.52064
14,3.912,1.999,23.53623
15,3.91,2.0,23.53623
16,3.908,1.999,23.56742
17,3.906,2.0,23.56742
18,3.904,2.0,23.5986
19,3.901,2.0,23.5986
20,3.9,2.0,23.6142
21,3.897,2.0,23.6142
22,3.896,2.0,23.62979
23,3.894,2.0,23.62979
24,3.892,2.0,23.64538
25,3.89,2.0,23.64538
26,3.888,2.0,23.66098
27,3.886,2.0,23.66098
28,3.884,2.0,23.67657
29,3.883,2.0,23.67657
30,3.881,2.001,23.70775
31,3.879,2.0,23.70775
32,3.878,2.0,23.72335
33,3.876,2.0,23.72335
34,3.875,2.0,23.73894
35,3.873,2.0,23.73894
36,3.871,2.0,23.75454
37,3.87,2.0,23.75454
38,3.868,2.0,23.77013
39,3.867,2.0,23.77013
40,3.865,2.0,23.78572
41,3.864,2.0,23.80131
42,3.862,1.999,23.80131
43,3.861,2.0,23.81691
44,3.859,2.0,23.81691
45,3.858,2.0,23.8325
46,3.857,2.0,23.84809
47,3.855,2.0,23.84809
48,3.854,2.0,23.86369
49,3.853,2.0,23.86369
50,3.851,2.0,23.86369
51,3.85,2.0,23.87928
52,3.849,2.0,23.87928
53,3.847,2.0,23.89487
54,3.846,2.0,23.89487
55,3.845,2.0,23.89487
56,3.844,2.0,23.91046
57,3.842,2.0,23.92606
58,3.841,2.0,23.92606
59,3.84,2.0,23.94165
60,3.839,2.0,23.95724
61,3.838,2.0,23.95724
62,3.837,2.0,23.95724
63,3.835,2.0,23.97284
64,3.834,2.0,23.97284
65,3.833,2.0,23.98843
66,3.832,2.0,23.98843
67,3.831,2.0,24.00402
68,3.83,2.0,24.00402
69,3.829,1.999,24.03521
70,3.828,2.0,24.03521
71,3.827,2.0,24.0508
72,3.826,2.0,24.0508
73,3.825,2.0,24.06639
74,3.824,2.0,24.06639
75,3.823,2.0,24.08199
76,3.822,2.0,24.08199
77,3.821,2.0,24.09758
78,3.82,2.0,24.09758
79,3.819,2.0,24.11317
80,3.818,2.0,24.11317
81,3.817,2.0,24.12877
82,3.816,2.0,24.12877
83,3.815,2.0,24.14436
84,3.814,2.0,24.14436
85,3.814,2.0,24.15995
86,3.813,2.0,24.15995
87,3.812,2.0,24.17554
88,3.811,2.0,24.19114
89,3.81,2.0,24.19114
90,3.809,2.0,24.19114
91,3.808,2.0,24.20673
92,3.807,2.0,24.20673
93,3.807,2.0,24.22232
94,3.806,2.0,24.22232
95,3.805,2.0,24.23792
96,3.804,2.0,24.23792
97,3.803,2.0,24.25351
98,3.803,2.0,24.25351
99,3.802,2.0,24.2691
100,3.801,2.0,24.2691
101,3.8,2.0,24.28469
102,3.8,2.0,24.28469
103,3.799,2.0,24.30029
104,3.798,2.0,24.30029
105,3.797,2.0,24.31588
106,3.797,2.0,24.33147
107,3.796,2.0,24.33147
108,3.795,2.0,24.34707
109,3.795,2.0,24.34707
110,3.794,2.001,24.36266
111,3.793,2.0,24.36266
112,3.793,2.0,24.37825
113,3.792,2.0,24.37825
114,3.791,2.0,24.39385
115,3.791,2.0,24.39385
116,3.79,2.0,24.40944
117,3.79,2.0,24.40944
118,3.789,2.0,24.42503
119,3.788,2.0,24.42503
120,3.788,2.0,24.44062
121,3.787,2.0,24.44062
122,3.786,2.0,24.45622
123,3.786,2.0,24.45622
124,3.785,2.0,24.47181
125,3.785,2.0,24.4874
126,3.784,2.0,24.4874
127,3.783,2.0,24.503
128,3.783,2.0,24.51859
129,3.782,2.0,24.51859
130,3.781,2.0,24.53418
131,3.781,2.0,24.53418
132,3.781,2.001,24.54977
133,3.78,2.0,24.54977
134,3.779,2.0,24.56537
135,3.779,2.0,24.56537
136,3.778,2.0,24.58096
137,3.778,2.0,24.58096
138,3.777,2.0,24.59655
139,3.777,2.0,24.61215
140,3.776,2.0,24.61215
141,3.776,2.0,24.62774
142,3.775,2.0,24.64333
143,3.775,2.0,24.64333
144,3.774,2.0,24.65893
145,3.774,2.0,24.65893
146,3.773,2.0,24.67452
147,3.773,2.0,24.67452
148,3.772,2.0,24.69011
149,3.772,2.0,24.69011
150,3.771,2.0,24.7057
151,3.771,2.0,24.7057
152,3.77,2.001,24.7213
153,3.77,2.0,24.7213
154,3.769,2.0,24.73689
155,3.769,2.0,24.73689
156,3.768,2.0,24.75248
157,3.768,2.0,24.75248
158,3.767,2.0,24.76808
159,3.767,2.0,24.76808
160,3.767,2.0,24.76808
161,3.766,2.0,24.78367
162,3.766,2.0,24.78367
163,3.765,2.0,24.79926
164,3.765,2.0,24.79926
165,3.764,2.0,24.81486
166,3.764,2.0,24.81486
167,3.763,2.0,24.81486
168,3.763,2.0,24.83045
169,3.763,2.0,24.83045
170,3.762,1.999,24.84604
171,3.762,2.0,24.84604
172,3.762,2.0,24.86163
173,3.761,2.0,24.86163
174,3.761,2.0,24.87723
175,3.76,2.0,24.87723
176,3.76,2.0,24.89282
177,3.759,2.0,24.89282
178,3.759,2.0,24.90841
179,3.759,2.0,24.92401
180,3.758,2.0,24.92401
181,3.758,2.0,24.9396
182,3.757,2.0,24.9396
183,3.757,2.0,24.95519
184,3.757,2.0,24.95519
185,3.756,2.0,24.97079
186,3.756,2.0,24.97079
187,3.755,2.0,24.98638
188,3.755,2.0,24.98638
189,3.755,2.0,25.00197
190,3.754,2.0,25.00197
191,3.754,2.0,25.00197
192,3.754,2.0,25.01756
193,3.753,2.0,25.03316
194,3.753,2.0,25.03316
195,3.752,2.0,25.04875
196,3.752,2.0,25.04875
197,3.752,2.0,25.06434
198,3.751,2.0,25.06434
199,3.751,2.0,25.07994
200,3.751,2.0,25.07994
201,3.75,2.0,25.09553
202,3.75,2.0,25.09553
203,3.75,2.0,25.11112
204,3.749,2.0,25.11112
205,3.749,2.0,25.11112
206,3.749,2.0,25.11112
207,3.748,2.0,25.12671
208,3.748,2.0,25.12671
209,3.748,1.999,25.14231
210,3.747,2.0,25.14231
211,3.747,2.0,25.1579
212,3.746,2.0,25.1579
213,3.746,2.0,25.17349
214,3.746,2.0,25.17349
215,3.746,2.0,25.20468
216,3.745,2.0,25.20468
217,3.745,2.0,25.22027
218,3.745,2.0,25.22027
219,3.744,2.0,25.23586
220,3.744,2.0,25.23586
221,3.744,2.0,25.25146
222,3.743,2.0,25.25146
223,3.743,2.0,25.28264
224,3.743,2.0,25.28264
225,3.742,2.0,25.29823
226,3.742,2.0,25.29823
227,3.742,2.0,25.31383
228,3.741,2.0,25.31383
229,3.741,2.0,25.32942
230,3.741,2.0,25.32942
231,3.74,2.0,25.34501
232,3.74,1.999,25.34501
233,3.74,2.0,25.36061
234,3.74,2.0,25.3762
235,3.739,2.0,25.3918
236,3.739,2.0,25.3918
237,3.739,2.0,25.3918
238,3.738,2.0,25.3918
239,3.738,2.0,25.40739
240,3.738,2.0,25.40739
241,3.737,2.0,25.42298
242,3.737,2.0,25.42298
243,3.737,2.0,25.43857
244,3.736,2.0,25.45417
245,3.736,2.0,25.45417
246,3.736,2.0,25.46976
247,3.735,2.0,25.48535
248,3.735,2.0,25.48535
249,3.735,2.0,25.50094
250,3.735,2.0,25.50094
251,3.734,2.0,25.51654
252,3.734,2.0,25.51654
253,3.734,2.0,25.53213
254,3.734,2.0,25.54772
255,3.733,2.001,25.54772
256,3.733,2.0,25.56332
257,3.733,2.0,25.56332
258,3.732,2.0,25.57891
259,3.732,2.0,25.5945
260,3.732,2.001,25.6101
261,3.732,2.0,25.6101
262,3.731,2.0,25.62569
263,3.731,2.0,25.64128
264,3.73,2.0,25.64128
265,3.73,2.0,25.64128
266,3.73,2.0,25.65688
267,3.73,2.0,25.65688
268,3.729,2.0,25.67247
269,3.729,2.0,25.67247
270,3.729,2.0,25.67247
271,3.729,2.0,25.67247
272,3.728,2.0,25.68806
273,3.728,2.0,25.70365
274,3.728,2.0,25.70365
275,3.728,2.0,25.71925
276,3.727,2.0,25.73484
277,3.727,2.0,25.73484
278,3.727,2.0,25.75043
279,3.726,2.0,25.75043
280,3.726,2.0,25.76602
281,3.726,2.0,25.76602
282,3.726,2.0,25.78162
283,3.725,2.0,25.78162
284,3.725,2.0,25.79721
285,3.725,2.0,25.79721
286,3.724,2.0,25.79721
287,3.724,2.0,25.79721
288,3.724,2.0,25.81281
289,3.724,2.0,25.81281
290,3.723,2.0,25.8284
291,3.723,2.0,25.8284
292,3.723,2.0,25.84399
293,3.723,2.0,25.84399
294,3.722,2.0,25.85958
295,3.722,2.0,25.85958
296,3.722,2.0,25.87518
297,3.721,2.0,25.87518
298,3.721,2.0,25.89077
299,3.721,2.0,25.89077
300,3.721,2.0,25.90636
301,3.908,0.0,25.90636
302,3.955,0.0,25.92195
303,3.586,4.005,25.92195
304,3.478,3.999,25.92195
305,3.469,4.0,25.93755
306,3.462,4.0,25.93755
307,3.455,4.0,25.98433
308,3.448,4.0,25.98433
309,3.442,4.0,26.03111
310,3.436,4.0,26.03111
311,3.43,3.999,26.07788
312,3.424,4.0,26.09348
313,3.419,3.999,26.17144
314,3.413,4.0,26.18703
315,3.408,3.999,26.24941
316,3.403,4.0,26.265
317,3.398,3.999,26.32737
318,3.393,3.999,26.34296
319,3.388,4.0,26.42093
320,3.384,3.999,26.43652
321,3.38,4.0,26.49889
322,3.375,4.0,26.51448
323,3.371,4.0,26.56127
324,3.367,4.0,26.57686
325,3.364,4.0,26.62364
326,3.36,4.0,26.63923
327,3.356,4.0,26.68601
328,3.353,4.0,26.7016
329,3.35,4.0,26.74838
330,3.347,4.0,26.77957
331,3.343,3.999,26.82635
332,3.34,4.0,26.85753
333,3.338,4.0,26.88872
334,3.335,4.0,26.9199
335,3.332,4.0,26.95109
336,3.33,4.0,26.98227
337,3.327,4.0,27.02905
338,3.325,4.0,27.06024
339,3.323,4.0,27.09142
340,3.321,3.999,27.12261
341,3.318,4.0,27.1538
342,3.316,4.0,27.18498
343,3.315,4.001,27.21617
344,3.313,4.0,27.26295
345,3.311,4.0,27.29413
346,3.309,4.0,27.32532
347,3.308,4.0,27.35651
348,3.306,4.0,27.38769
349,3.305,4.0,27.41888
350,3.303,4.001,27.46566
351,3.302,4.0,27.48125
352,3.3,4.0,27.52803
353,3.299,4.0,27.55922
354,3.298,3.999,27.60599
355,3.297,4.0,27.60599
356,3.296,4.0,27.66836
357,3.295,4.0,27.68396
358,3.294,3.999,27.74633
359,3.293,4.0,27.74633
360,3.292,4.0,27.8087
361,3.291,4.0,27.8087
362,3.291,4.0,27.87107
363,3.29,4.0,27.88667
364,3.289,4.0,27.94904
365,3.288,4.0,27.94904
366,3.288,4.0,28.01141
367,3.287,4.0,28.01141
368,3.287,4.0,28.07378
369,3.286,4.0,28.07378
370,3.285,4.0,28.12056
371,3.285,4.0,28.12056
372,3.285,4.0,28.18293
373,3.284,3.999,28.18293
374,3.284,4.0,28.26089
375,3.283,4.0,28.26089
376,3.283,4.0,28.33886
377,3.283,4.0,28.33886
378,3.282,4.0,28.40123
379,3.282,4.0,28.40123
380,3.282,3.999,28.4792
381,3.282,4.0,28.4792
382,3.281,3.999,28.55716
383,3.281,4.0,28.55716
384,3.281,4.0,28.61954
385,3.281,4.0,28.63513
386,3.281,3.999,28.6975
387,3.281,3.999,28.6975
388,3.281,4.0,28.75987
389,3.281,4.0,28.77547
390,3.28,4.0,28.82224
391,3.28,4.0,28.83784
392,3.28,4.0,28.88461
393,3.28,4.0,28.9158
394,3.28,4.0,28.96258
395,3.28,4.0,28.97817
396,3.28,4.001,29.02495
397,3.28,4.0,29.04054
398,3.28,4.0,29.08732
399,3.28,3.999,29.11851
400,3.281,3.999,29.16529
401,3.28,4.0,29.19647
402,3.281,4.0,29.22766
403,3.281,4.0,29.25884
404,3.281,3.999,29.30563
405,3.281,4.0,29.32122
406,3.281,4.0,29.368
407,3.281,4.0,29.39918
408,3.281,4.0,29.43037
409,3.281,4.0,29.46155
410,3.281,4.0,29.50833
411,3.281,3.999,29.53952
412,3.281,3.999,29.57071
413,3.282,4.0,29.60189
414,3.282,4.001,29.63308
415,3.282,4.0,29.66426
416,3.282,4.0,29.69545
417,3.282,3.999,29.74223
418,3.282,4.001,29.75782
419,3.282,4.0,29.8046
420,3.282,4.0,29.83578
421,3.282,4.0,29.86697
422,3.282,4.0,29.89816
423,3.282,4.0,29.94493
424,3.283,4.0,29.97612
425,3.283,4.0,30.00723
426,3.283,4.0,30.03811
427,3.283,4.0,30.069
428,3.283,4.0,30.08444
429,3.283,4.0,30.1462
430,3.284,4.0,30.16164
431,3.284,4.0,30.2234
432,3.284,3.999,30.2234
433,3.284,4.0,30.28516
434,3.284,4.0,30.3006
435,3.285,4.0,30.36236
436,3.284,4.0,30.37781
437,3.284,4.0,30.42413
438,3.285,4.0,30.43957
439,3.285,4.0,30.50133
440,3.285,4.0,30.51677
441,3.285,3.999,30.56309
442,3.285,4.0,30.56309
443,3.285,4.0,30.62485
444,3.285,3.999,30.62485
445,3.286,4.0,30.70205
446,3.286,4.0,30.70205
447,3.286,3.999,30.76382
448,3.286,4.001,30.76382
449,3.286,4.0,30.81014
450,3.286,4.0,30.81014
451,3.286,4.0,30.88734
452,3.286,4.0,30.88734
453,3.287,4.0,30.9491
454,3.287,4.0,30.9491
455,3.287,3.999,30.99542
456,3.287,4.0,30.99542
457,3.287,4.0,31.05719
458,3.287,4.0,31.07263
459,3.287,4.0,31.11895
460,3.287,3.999,31.13439
461,3.288,4.0,31.18071
462,3.288,4.0,31.19615
463,3.288,4.0,31.24247
464,3.288,4.0,31.25791
465,3.288,4.0,31.31967
466,3.288,4.0,31.33512
467,3.288,3.999,31.38143
468,3.288,4.0,31.39688
469,3.288,4.0,31.4432
470,3.288,4.0,31.45864
471,3.289,4.0,31.48952
472,3.289,4.0,31.5204
473,3.289,4.0,31.55128
474,3.289,4.0,31.58216
475,3.289,3.999,31.61304
476,3.289,4.0,31.64392
477,3.289,4.0,31.69024
478,3.289,4.0,31.70568
479,3.289,3.999,31.75201
480,3.289,4.0,31.78289
481,3.289,4.0,31.81377
482,3.289,3.999,31.84465
483,3.289,4.0,31.87553
484,3.29,4.0,31.90641
485,3.29,4.0,31.93729
486,3.29,3.999,31.96817
487,3.29,4.0,31.99905
488,3.29,4.0,32.02993
489,3.29,4.0,32.06081
490,3.29,4.0,32.09169
491,3.29,4.0,32.12257
492,3.29,4.0,32.15346
493,3.29,4.0,32.1689
494,3.29,4.001,32.21522
495,3.29,4.0,32.23066
496,3.29,4.0,32.26154
497,3.29,4.0,32.29242
498,3.29,3.999,32.3233
499,3.29,4.0,32.3233
500,3.291,4.0,32.38506
501,3.291,3.999,32.40051
502,3.291,4.0,32.44683
503,3.291,4.0,32.46227
504,3.291,4.0,32.49315
505,3.291,4.0,32.50859
506,3.291,3.999,32.55491
507,3.291,4.0,32.57035
508,3.291,4.001,32.61667
509,3.291,4.0,32.63211
510,3.291,4.0,32.67843
511,3.291,4.0,32.69387
512,3.291,4.0,32.7402
513,3.291,4.0,32.75563
514,3.291,4.0,32.80196
515,3.291,3.999,32.80196
516,3.291,4.001,32.87916
517,3.291,4.0,32.87916
518,3.291,4.0,32.92548
519,3.291,4.0,32.92548
520,3.291,3.999,32.9718
521,3.291,4.0,32.9718
522,3.291,4.0,33.03357
523,3.291,4.0,33.03357
524,3.291,3.999,33.09533
525,3.291,4.0,33.09533
526,3.291,4.0,33.14164
527,3.291,4.0,33.15709
528,3.291,4.0,33.20341
529,3.291,4.0,33.20341
530,3.291,4.001,33.24973
531,3.291,4.0,33.26517
532,3.291,4.0,33.29605
533,3.291,3.999,33.31149
534,3.291,4.0,33.35781
535,3.291,3.999,33.35781
536,3.291,3.999,33.40413
537,3.291,3.999,33.41957
538,3.291,4.0,33.45045
539,3.29,3.999,33.46589
540,3.29,4.0,33.49678
541,3.29,4.0,33.51222
542,3.29,4.0,33.5431
543,3.29,4.0,33.57398
544,3.29,4.0,33.60486
545,3.29,4.001,33.6203
546,3.29,4.0,33.66662
