,0,1,2
0,4.081,1.002,30.9491
1,4.051,1.0,30.9491
2,4.048,1.0,30.93366
3,4.045,1.0,30.93366
4,4.043,1.0,30.93366
5,4.041,0.999,30.93366
6,4.038,1.0,30.93366
7,4.037,1.0,30.93366
8,4.035,0.999,30.93366
9,4.033,1.0,30.93366
10,4.031,1.0,30.9491
11,4.029,1.0,30.9491
12,4.028,1.0,30.9491
13,4.026,1.0,30.9491
14,4.025,0.999,30.96454
15,4.023,1.0,30.96454
16,4.022,1.0,30.96454
17,4.021,1.0,30.96454
18,4.019,0.999,30.97998
19,4.017,1.0,30.97998
20,4.016,1.0,30.97998
21,4.015,1.0,30.97998
22,4.014,0.999,30.97998
23,4.013,1.0,30.97998
24,4.012,1.0,30.99542
25,4.01,1.0,30.99542
26,4.009,1.0,30.99542
27,4.008,1.0,30.99542
28,4.007,1.0,30.99542
29,4.006,1.0,30.99542
30,4.005,1.0,30.99542
31,4.004,1.0,30.99542
32,4.003,1.0,30.99542
33,4.002,1.0,30.99542
34,4.001,1.0,31.01087
35,4.0,0.999,31.01087
36,3.999,1.0,31.01087
37,3.998,1.0,31.01087
38,3.997,1.0,31.0263
39,3.996,1.0,31.0263
40,3.995,0.999,31.0263
41,3.994,1.0,31.0263
42,3.993,1.0,31.0263
43,3.993,0.999,31.0263
44,3.991,1.0,31.0263
45,3.991,1.0,31.0263
46,3.99,1.001,31.0263
47,3.989,1.0,31.04175
48,3.988,1.0,31.04175
49,3.987,1.0,31.04175
50,3.987,1.0,31.04175
51,3.986,1.0,31.04175
52,3.985,1.0,31.04175
53,3.984,1.0,31.04175
54,3.984,1.0,31.04175
55,3.983,0.999,31.05719
56,3.982,1.0,31.05719
57,3.981,1.0,31.05719
58,3.981,1.0,31.05719
59,3.98,0.999,31.05719
60,3.979,1.0,31.07263
61,3.978,1.0,31.07263
62,3.978,1.0,31.07263
63,3.977,1.0,31.07263
64,3.976,1.0,31.07263
65,3.976,0.999,31.08807
66,3.975,1.0,31.07263
67,3.974,1.0,31.08807
68,3.974,1.0,31.08807
69,3.973,1.0,31.08807
70,3.973,1.0,31.08807
71,3.972,1.0,31.08807
72,3.971,1.0,31.08807
73,3.971,1.0,31.08807
74,3.97,0.999,31.08807
75,3.969,1.0,31.08807
76,3.969,1.0,31.08807
77,3.968,1.0,31.10351
78,3.968,1.0,31.10351
79,3.967,0.999,31.10351
80,3.966,1.0,31.10351
81,3.966,1.0,31.10351
82,3.965,1.0,31.10351
83,3.965,1.0,31.10351
84,3.964,1.0,31.10351
85,3.963,1.0,31.11895
86,3.963,1.0,31.11895
87,3.962,1.0,31.11895
88,3.962,1.0,31.11895
89,3.961,1.0,31.11895
90,3.961,1.0,31.11895
91,3.96,1.0,31.11895
92,3.96,1.0,31.11895
93,3.959,1.0,31.13439
94,3.959,1.0,31.13439
95,3.958,0.999,31.14983
96,3.957,1.0,31.14983
97,3.957,1.0,31.14983
98,3.956,1.0,31.14983
99,3.956,1.0,31.14983
100,3.955,1.0,31.14983
101,3.955,1.0,31.14983
102,3.954,1.0,31.14983
103,3.954,1.0,31.14983
104,3.954,1.0,31.14983
105,3.953,1.0,31.14983
106,3.952,1.001,31.14983
107,3.952,1.0,31.16527
108,3.952,0.999,31.16527
109,3.951,1.0,31.16527
110,3.951,0.999,31.18071
111,3.95,1.0,31.18071
112,3.95,1.0,31.18071
113,3.949,1.0,31.18071
114,3.949,1.0,31.18071
115,3.948,1.0,31.18071
116,3.948,1.0,31.18071
117,3.948,0.999,31.19615
118,3.947,0.999,31.19615
119,3.947,1.0,31.19615
120,3.946,1.0,31.19615
121,3.946,1.0,31.21159
122,3.945,1.0,31.21159
123,3.945,1.0,31.21159
124,3.944,1.0,31.22703
125,3.944,1.001,31.22703
126,3.943,1.0,31.22703
127,3.943,1.0,31.22703
128,3.943,1.0,31.22703
129,3.942,1.0,31.22703
130,3.942,0.999,31.22703
131,3.941,1.0,31.22703
132,3.941,1.0,31.24247
133,3.94,0.999,31.24247
134,3.94,1.0,31.24247
135,3.939,1.0,31.24247
136,3.939,1.0,31.24247
137,3.939,0.999,31.24247
138,3.938,1.0,31.25791
139,3.938,1.0,31.25791
140,3.938,1.0,31.25791
141,3.937,1.0,31.25791
142,3.937,0.999,31.25791
143,3.936,1.0,31.25791
144,3.936,1.0,31.27335
145,3.935,1.0,31.27335
146,3.935,1.0,31.27335
147,3.935,1.0,31.27335
148,3.934,1.0,31.27335
149,3.934,1.0,31.27335
150,3.934,1.0,31.27335
151,3.933,1.001,31.27335
152,3.933,1.0,31.28879
153,3.932,1.0,31.28879
154,3.932,1.0,31.28879
155,3.932,1.0,31.28879
156,3.931,1.0,31.28879
157,3.931,1.0,31.28879
158,3.93,1.0,31.28879
159,3.93,0.999,31.28879
160,3.93,1.0,31.30423
161,3.929,1.0,31.30423
162,3.929,1.0,31.30423
163,3.929,1.0,31.31967
164,3.928,1.0,31.31967
165,3.928,1.0,31.31967
166,3.928,1.0,31.31967
167,3.927,1.0,31.33512
168,3.927,1.0,31.33512
169,3.926,1.0,31.33512
170,3.926,1.0,31.33512
171,3.926,1.0,31.33512
172,3.925,1.0,31.33512
173,3.925,1.0,31.33512
174,3.925,0.999,31.33512
175,3.924,1.0,31.35055
176,3.924,1.0,31.35055
177,3.924,1.0,31.35055
178,3.923,0.999,31.35055
179,3.923,1.0,31.35055
180,3.923,1.0,31.366
181,3.922,1.0,31.366
182,3.922,1.0,31.366
183,3.921,0.999,31.366
184,3.921,1.0,31.366
185,3.921,0.999,31.38143
186,3.92,1.001,31.38143
187,3.92,1.0,31.38143
188,3.92,1.0,31.38143
189,3.919,1.0,31.38143
190,3.919,1.0,31.38143
191,3.919,1.0,31.39688
192,3.919,1.0,31.39688
193,3.918,0.999,31.39688
194,3.918,1.0,31.39688
195,3.917,1.0,31.39688
196,3.917,1.0,31.39688
197,3.917,1.0,31.41232
198,3.916,1.0,31.39688
199,3.916,1.0,31.41232
200,3.916,1.0,31.41232
201,3.915,1.0,31.41232
202,3.915,1.0,31.41232
203,3.915,1.0,31.41232
204,3.915,1.0,31.41232
205,3.914,1.001,31.42776
206,3.914,1.0,31.42776
207,3.914,1.0,31.42776
208,3.913,1.0,31.42776
209,3.913,1.0,31.42776
210,3.913,1.0,31.42776
211,3.912,1.0,31.4432
212,3.912,1.0,31.4432
213,3.912,1.0,31.4432
214,3.911,1.0,31.4432
215,3.911,1.0,31.4432
216,3.911,1.0,31.4432
217,3.91,1.0,31.45864
218,3.91,1.0,31.45864
219,3.91,1.0,31.45864
220,3.909,1.0,31.45864
221,3.909,1.001,31.47408
222,3.909,1.0,31.47408
223,3.909,0.999,31.47408
224,3.908,1.0,31.47408
225,3.908,1.0,31.48952
226,3.908,1.0,31.48952
227,3.907,1.0,31.48952
228,3.907,1.0,31.48952
229,3.907,1.0,31.48952
230,3.907,1.0,31.48952
231,3.906,1.0,31.50496
232,3.906,1.0,31.50496
233,3.906,1.0,31.50496
234,3.905,1.0,31.50496
235,3.905,1.0,31.50496
