,0,1,2
0,3.9,1.503,20.52679
1,3.893,1.499,20.52679
2,3.889,1.5,20.52679
3,3.886,1.5,20.52679
4,3.883,1.5,20.54239
5,3.881,1.5,20.54239
6,3.878,1.5,20.55798
7,3.876,1.5,20.57357
8,3.874,1.5,20.58917
9,3.872,1.5,20.58917
10,3.87,1.5,20.63594
11,3.868,1.499,20.63594
12,3.866,1.5,20.68272
13,3.864,1.5,20.68272
14,3.862,1.5,20.69832
15,3.86,1.5,20.69832
16,3.859,1.5,20.7295
17,3.857,1.5,20.7295
18,3.856,1.5,20.77628
19,3.854,1.5,20.77628
20,3.852,1.5,20.79188
21,3.851,1.499,20.79188
22,3.849,1.5,20.80747
23,3.848,1.5,20.80747
24,3.846,1.5,20.83865
25,3.845,1.5,20.83865
26,3.844,1.5,20.85425
27,3.842,1.5,20.85425
28,3.841,1.5,20.86984
29,3.84,1.5,20.86984
30,3.839,1.5,20.88543
31,3.838,1.499,20.90103
32,3.836,1.5,20.91662
33,3.835,1.5,20.91662
34,3.834,1.499,20.91662
35,3.833,1.5,20.91662
36,3.832,1.5,20.93221
37,3.831,1.5,20.93221
38,3.83,1.499,20.9478
39,3.828,1.499,20.9478
40,3.828,1.5,20.9478
41,3.827,1.5,20.9634
42,3.825,1.499,20.9634
43,3.824,1.5,20.9634
44,3.824,1.5,20.97899
45,3.823,1.5,20.97899
46,3.822,1.5,20.97899
47,3.821,1.5,20.99458
48,3.82,1.5,20.99458
49,3.819,1.5,20.99458
50,3.818,1.5,20.99458
51,3.817,1.5,21.01018
52,3.816,1.5,21.01018
53,3.815,1.5,21.02577
54,3.815,1.499,21.02577
55,3.814,1.5,21.02577
56,3.813,1.5,21.02577
57,3.812,1.5,21.02577
58,3.811,1.501,21.04136
59,3.811,1.5,21.05695
60,3.81,1.501,21.05695
61,3.809,1.5,21.05695
62,3.808,1.5,21.05695
63,3.808,1.5,21.05695
64,3.807,1.5,21.05695
65,3.806,1.5,21.07255
66,3.806,1.5,21.07255
67,3.805,1.5,21.08814
68,3.804,1.5,21.08814
69,3.803,1.5,21.07255
70,3.803,1.5,21.08814
71,3.802,1.5,21.08814
72,3.802,1.499,21.08814
73,3.801,1.5,21.10373
74,3.801,1.499,21.10373
75,3.8,1.5,21.10373
76,3.799,1.5,21.10373
77,3.799,1.5,21.11933
78,3.798,1.5,21.11933
79,3.797,1.499,21.13492
80,3.797,1.5,21.13492
81,3.796,1.5,21.13492
82,3.796,1.5,21.13492
83,3.795,1.5,21.15051
84,3.795,1.5,21.15051
85,3.794,1.5,21.15051
86,3.794,1.5,21.15051
87,3.793,1.5,21.16611
88,3.792,1.5,21.16611
89,3.792,1.5,21.16611
90,3.791,1.5,21.16611
91,3.791,1.499,21.16611
92,3.79,1.5,21.16611
93,3.79,1.5,21.1817
94,3.79,1.5,21.1817
95,3.789,1.5,21.1817
96,3.789,1.5,21.1817
97,3.788,1.499,21.1817
98,3.788,1.5,21.1817
99,3.787,1.5,21.19729
100,3.787,1.5,21.19729
101,3.786,1.5,21.19729
102,3.786,1.5,21.19729
103,3.785,1.499,21.21288
104,3.785,1.5,21.21288
105,3.784,1.5,21.22848
106,3.784,1.5,21.22848
107,3.784,1.5,21.22848
108,3.783,1.5,21.22848
109,3.783,1.499,21.22848
110,3.782,1.5,21.22848
111,3.782,1.5,21.24407
112,3.781,1.5,21.24407
113,3.781,1.5,21.24407
114,3.781,1.5,21.24407
115,3.78,1.499,21.24407
116,3.78,1.5,21.24407
117,3.78,1.5,21.24407
118,3.779,1.5,21.25966
119,3.779,1.499,21.24407
120,3.779,1.5,21.24407
121,3.778,1.5,21.24407
122,3.778,1.499,21.24407
123,3.777,1.5,21.25966
124,3.777,1.5,21.25966
125,3.776,1.5,21.25966
126,3.776,1.5,21.25966
127,3.776,1.5,21.25966
128,3.776,1.5,21.25966
129,3.775,1.5,21.27526
130,3.775,1.5,21.27526
131,3.774,1.499,21.27526
