,0,1,2
0,3.927,2.502,22.69421
1,3.879,2.5,22.69421
2,3.873,2.5,22.70981
3,3.868,2.5,22.70981
4,3.864,2.5,22.69421
5,3.86,2.499,22.69421
6,3.856,2.5,22.70981
7,3.852,2.5,22.70981
8,3.849,2.5,22.74099
9,3.845,2.5,22.74099
10,3.842,2.5,22.77218
11,3.839,2.5,22.77218
12,3.835,2.5,22.78777
13,3.832,2.5,22.80336
14,3.829,2.499,22.83455
15,3.826,2.5,22.83455
16,3.824,2.5,22.86574
17,3.821,2.5,22.88133
18,3.818,2.5,22.88133
19,3.815,2.501,22.91252
20,3.812,2.5,22.92811
21,3.81,2.5,22.92811
22,3.807,2.5,22.95929
23,3.805,2.5,22.95929
24,3.802,2.5,22.95929
25,3.799,2.5,22.99048
26,3.797,2.5,22.99048
27,3.795,2.499,23.00607
28,3.792,2.5,23.02167
29,3.79,2.5,23.03726
30,3.788,2.5,23.03726
31,3.785,2.5,23.05285
32,3.783,2.5,23.06845
33,3.781,2.5,23.08404
34,3.779,2.5,23.09963
35,3.776,2.5,23.11522
36,3.774,2.5,23.11522
37,3.772,2.5,23.13082
38,3.77,2.5,23.13082
39,3.768,2.5,23.162
40,3.766,2.5,23.162
41,3.764,2.5,23.1776
42,3.762,2.5,23.1776
43,3.76,2.5,23.19319
44,3.758,2.5,23.19319
45,3.756,2.5,23.22437
46,3.754,2.5,23.22437
47,3.752,2.5,23.23997
48,3.75,2.5,23.23997
49,3.748,2.5,23.25556
50,3.746,2.5,23.25556
51,3.745,2.501,23.28675
52,3.743,2.501,23.28675
53,3.741,2.5,23.31793
54,3.739,2.5,23.31793
55,3.738,2.5,23.33352
56,3.736,2.499,23.34912
57,3.734,2.5,23.36471
58,3.732,2.5,23.36471
59,3.731,2.5,23.3959
60,3.729,2.5,23.3959
61,3.727,2.499,23.41149
62,3.726,2.5,23.42708
63,3.724,2.5,23.44268
64,3.722,2.5,23.45827
65,3.721,2.499,23.47386
66,3.719,2.5,23.47386
67,3.718,2.5,23.48945
68,3.716,2.5,23.50505
69,3.715,2.499,23.50505
70,3.713,2.5,23.53623
71,3.712,2.5,23.53623
72,3.71,2.5,23.55183
73,3.709,2.5,23.55183
74,3.707,2.5,23.56742
75,3.706,2.499,23.58301
76,3.705,2.5,23.5986
77,3.703,2.501,23.6142
78,3.702,2.5,23.64538
79,3.701,2.5,23.64538
80,3.699,2.5,23.66098
81,3.698,2.5,23.66098
82,3.697,2.499,23.67657
83,3.695,2.5,23.67657
84,3.694,2.5,23.70775
85,3.693,2.5,23.70775
86,3.692,2.499,23.73894
87,3.69,2.499,23.75454
88,3.689,2.5,23.77013
89,3.688,2.5,23.78572
90,3.687,2.5,23.78572
91,3.686,2.5,23.78572
92,3.685,2.5,23.80131
93,3.683,2.5,23.80131
94,3.682,2.5,23.81691
95,3.681,2.499,23.8325
96,3.68,2.5,23.84809
97,3.679,2.5,23.86369
98,3.678,2.5,23.87928
99,3.677,2.501,23.89487
100,3.676,2.499,23.91046
101,3.675,2.5,23.91046
102,3.674,2.5,23.92606
103,3.673,2.5,23.95724
104,3.672,2.5,23.95724
105,3.671,2.5,23.98843
106,3.67,2.5,23.98843
107,3.669,2.5,24.01961
108,3.668,2.5,24.03521
109,3.667,2.5,24.03521
110,3.667,2.5,24.0508
111,3.666,2.499,24.06639
112,3.665,2.5,24.06639
113,3.664,2.5,24.09758
114,3.663,2.5,24.09758
115,3.662,2.5,24.11317
116,3.661,2.501,24.11317
117,3.661,2.5,24.14436
118,3.66,2.5,24.14436
119,3.659,2.5,24.17554
120,3.658,2.5,24.19114
121,3.657,2.5,24.20673
122,3.657,2.5,24.22232
123,3.656,2.5,24.23792
124,3.655,2.5,24.23792
125,3.654,2.5,24.2691
126,3.654,2.5,24.2691
127,3.653,2.499,24.28469
128,3.653,2.499,24.31588
129,3.652,2.499,24.31588
130,3.651,2.5,24.33147
131,3.65,2.499,24.34707
132,3.65,2.5,24.36266
133,3.649,2.5,24.37825
134,3.648,2.499,24.39385
135,3.648,2.499,24.39385
136,3.647,2.5,24.42503
137,3.646,2.5,24.44062
138,3.646,2.5,24.45622
139,3.645,2.5,24.45622
140,3.644,2.5,24.47181
141,3.644,2.5,24.4874
142,3.643,2.5,24.51859
143,3.643,2.5,24.51859
144,3.642,2.5,24.54977
145,3.642,2.5,24.54977
146,3.641,2.499,24.56537
147,3.641,2.5,24.56537
148,3.64,2.499,24.59655
149,3.639,2.5,24.59655
150,3.639,2.5,24.62774
151,3.639,2.5,24.62774
152,3.638,2.5,24.64333
153,3.637,2.5,24.64333
154,3.637,2.499,24.67452
155,3.636,2.5,24.67452
156,3.636,2.5,24.69011
157,3.635,2.5,24.7057
158,3.635,2.5,24.7213
159,3.634,2.5,24.73689
160,3.634,2.499,24.75248
161,3.633,2.5,24.75248
162,3.633,2.499,24.76808
163,3.632,2.499,24.78367
164,3.632,2.5,24.78367
165,3.632,2.5,24.81486
166,3.631,2.5,24.81486
167,3.631,2.5,24.83045
168,3.63,2.5,24.86163
169,3.63,2.499,24.86163
170,3.629,2.5,24.87723
171,3.629,2.5,24.89282
172,3.628,2.5,24.89282
173,3.628,2.5,24.92401
174,3.628,2.5,24.9396
175,3.627,2.5,24.9396
176,3.627,2.5,24.95519
177,3.626,2.5,24.98638
178,3.626,2.499,24.98638
179,3.625,2.5,25.03316
180,3.625,2.5,25.03316
181,3.625,2.5,25.04875
182,3.624,2.499,25.04875
183,3.624,2.5,25.07994
184,3.623,2.5,25.07994
185,3.623,2.5,25.11112
186,3.623,2.5,25.11112
187,3.622,2.5,25.12671
188,3.622,2.499,25.14231
189,3.622,2.499,25.14231
190,3.621,2.5,25.1579
191,3.621,2.501,25.17349
192,3.62,2.5,25.18909
193,3.62,2.5,25.20468
194,3.62,2.5,25.22027
195,3.619,2.5,25.22027
196,3.619,2.5,25.25146
197,3.619,2.5,25.26705
198,3.618,2.5,25.26705
199,3.618,2.499,25.29823
200,3.618,2.5,25.31383
201,3.617,2.5,25.31383
202,3.617,2.5,25.34501
203,3.616,2.5,25.34501
204,3.616,2.5,25.36061
205,3.616,2.499,25.36061
206,3.616,2.5,25.3762
207,3.615,2.5,25.3918
