,0
0,2.093717522222222
1,2.0936583864425082
2,2.0935992506627943
3,2.0935401148830803
4,2.0934809791033664
5,2.0934218433236524
6,2.0933627075439385
7,2.0933035717642245
8,2.0932444359845106
9,2.0931853002047967
10,2.0931261644250827
11,2.0930670286453688
12,2.093007892865655
13,2.092948757085941
14,2.092889621306227
15,2.092830485526513
16,2.092771349746799
17,2.092712213967085
18,2.092653078187371
19,2.092593942407657
20,2.0925348066279432
21,2.0924756708482293
22,2.0924165350685153
23,2.0923573992888014
24,2.0922982635090874
25,2.0922391277293735
26,2.0921799919496595
27,2.0921208561699456
28,2.0920617203902316
29,2.0920025846105177
30,2.0919434488308037
31,2.09188431305109
32,2.091825177271376
33,2.091766041491662
34,2.091706905711948
35,2.091647769932234
36,2.09158863415252
37,2.091529498372806
38,2.091470362593092
39,2.091411226813378
40,2.0913520910336643
41,2.0912929552539503
42,2.0912338194742364
43,2.0911746836945224
44,2.0911155479148085
45,2.0910564121350945
46,2.0909972763553806
47,2.0909381405756666
48,2.0908790047959527
49,2.0908198690162387
50,2.090760733236525
51,2.090701597456811
52,2.090642461677097
53,2.090583325897383
54,2.090524190117669
55,2.090465054337955
56,2.090405918558241
57,2.090346782778527
58,2.090287646998813
59,2.0902285112190992
60,2.0901693754393853
61,2.0901102396596714
62,2.0900511038799574
63,2.0899919681002435
64,2.0899328323205295
65,2.0898736965408156
66,2.0898145607611016
67,2.0897554249813877
68,2.0896962892016737
69,2.0896371534219598
70,2.089578017642246
71,2.089518881862532
72,2.089459746082818
73,2.089400610303104
74,2.08934147452339
75,2.089282338743676
76,2.089223202963962
77,2.089164067184248
78,2.0891049314045342
79,2.0890457956248203
80,2.0889866598451063
81,2.0889275240653924
82,2.0888683882856784
83,2.0888092525059645
84,2.0887501167262505
85,2.0886909809465366
86,2.0886318451668227
87,2.0885727093871087
88,2.0885135736073948
89,2.088454437827681
90,2.088395302047967
91,2.088336166268253
92,2.088277030488539
93,2.088217894708825
94,2.088158758929111
95,2.088099623149397
96,2.088040487369683
97,2.0879813515899692
98,2.0879222158102553
99,2.0878630800305413
100,2.0878039442508274
101,2.0877448084711134
102,2.0876856726913995
103,2.0876265369116855
104,2.0875674011319716
105,2.0875082653522576
106,2.0874491295725437
107,2.0873899937928297
108,2.087330858013116
109,2.087271722233402
110,2.087212586453688
111,2.087153450673974
112,2.08709431489426
113,2.087035179114546
114,2.086976043334832
115,2.086916907555118
116,2.086857771775404
117,2.0867986359956903
118,2.0867395002159763
119,2.0866803644362624
120,2.0866212286565484
121,2.0865620928768345
122,2.0865029570971205
123,2.0864438213174066
124,2.0863846855376926
125,2.0863255497579787
126,2.0862664139782647
127,2.086207278198551
128,2.086148142418837
129,2.086089006639123
130,2.086029870859409
131,2.085970735079695
132,2.085911599299981
133,2.085852463520267
134,2.085793327740553
135,2.085734191960839
136,2.0856750561811253
137,2.0856159204014113
138,2.0855567846216974
139,2.0854976488419834
140,2.0854385130622695
141,2.0853793772825555
142,2.0853202415028416
143,2.0852611057231276
144,2.0852019699434137
145,2.0851428341636997
146,2.0850836983839858
147,2.085024562604272
148,2.084965426824558
149,2.084906291044844
150,2.08484715526513
151,2.084788019485416
152,2.084728883705702
153,2.084669747925988
154,2.084610612146274
155,2.0845514763665602
156,2.0844923405868463
157,2.0844332048071323
158,2.0843740690274184
159,2.0843149332477044
160,2.0842557974679905
161,2.0841966616882766
162,2.0841375259085626
163,2.0840783901288487
164,2.0840192543491347
165,2.0839601185694208
166,2.083900982789707
167,2.083841847009993
168,2.083782711230279
169,2.083723575450565
170,2.083664439670851
171,2.083605303891137
172,2.083546168111423
173,2.083487032331709
174,2.0834278965519952
175,2.0833687607722813
176,2.0833096249925673
177,2.0832504892128534
178,2.0831913534331394
179,2.0831322176534255
180,2.0830730818737115
181,2.0830139460939976
182,2.0829548103142836
183,2.0828956745345697
184,2.0828365387548557
185,2.082777402975142
186,2.082718267195428
187,2.082659131415714
188,2.082599995636
189,2.082540859856286
190,2.082481724076572
191,2.082422588296858
192,2.082363452517144
193,2.08230431673743
194,2.0822451809577163
195,2.0821860451780023
196,2.0821269093982884
197,2.0820677736185744
198,2.0820086378388605
199,2.0819495020591465
200,2.0818903662794326
201,2.0818312304997186
202,2.0817720947200047
203,2.0817129589402907
204,2.081653823160577
205,2.081594687380863
206,2.081535551601149
207,2.081476415821435
208,2.081417280041721
209,2.081358144262007
210,2.081299008482293
211,2.081239872702579
212,2.081180736922865
213,2.0811216011431513
214,2.0810624653634373
215,2.0810033295837234
216,2.0809441938040094
217,2.0808850580242955
218,2.0808259222445815
219,2.0807667864648676
220,2.0807076506851536
221,2.0806485149054397
222,2.0805893791257257
223,2.0805302433460118
224,2.080471107566298
225,2.080411971786584
226,2.08035283600687
227,2.080293700227156
228,2.080234564447442
229,2.080175428667728
230,2.080116292888014
231,2.0800571571083
232,2.0799980213285862
233,2.0799388855488723
234,2.0798797497691583
235,2.0798206139894444
236,2.0797614782097305
237,2.0797023424300165
238,2.0796432066503026
239,2.0795840708705886
240,2.0795249350908747
241,2.0794657993111607
242,2.0794066635314468
243,2.079347527751733
244,2.079288391972019
245,2.079229256192305
246,2.079170120412591
247,2.079110984632877
248,2.079051848853163
249,2.078992713073449
250,2.078933577293735
251,2.0788744415140212
252,2.0788153057343073
253,2.0787561699545933
254,2.0786970341748794
255,2.0786378983951654
256,2.0785787626154515
257,2.0785196268357375
258,2.0784604910560236
259,2.0784013552763096
260,2.0783422194965957
261,2.0782830837168818
262,2.078223947937168
263,2.078164812157454
264,2.07810567637774
265,2.078046540598026
266,2.077987404818312
267,2.077928269038598
268,2.077869133258884
269,2.07780999747917
270,2.077750861699456
271,2.0776917259197423
272,2.0776325901400283
273,2.0775734543603144
274,2.0775143185806004
275,2.0774551828008865
276,2.0773960470211725
277,2.0773369112414586
278,2.0772777754617446
279,2.0772186396820307
280,2.0771595039023167
281,2.077100368122603
282,2.077041232342889
283,2.076982096563175
284,2.076922960783461
285,2.076863825003747
286,2.076804689224033
287,2.076745553444319
288,2.076686417664605
289,2.076627281884891
290,2.0765681461051773
291,2.0765090103254633
292,2.0764498745457494
293,2.0763907387660354
294,2.0763316029863215
295,2.0762724672066075
296,2.0762133314268936
297,2.0761541956471796
298,2.0760950598674657
299,2.0760359240877517
300,2.075976788308038
301,2.075917652528324
