,0
0,1.9697583333333326
1,1.9677673958333326
2,1.9657764583333326
3,1.9637855208333326
4,1.9617945833333326
5,1.9598036458333326
6,1.9578127083333325
7,1.9558217708333325
8,1.9538308333333325
9,1.9518398958333325
10,1.9498489583333325
11,1.9478580208333325
12,1.9458670833333325
13,1.9438761458333325
14,1.9418852083333324
15,1.9398942708333324
16,1.9379033333333324
17,1.9359123958333324
18,1.9339214583333324
19,1.9319305208333324
20,1.9299395833333324
21,1.9279486458333324
22,1.9259577083333324
23,1.9239667708333323
24,1.9219758333333323
25,1.9199848958333323
26,1.9179939583333323
27,1.9160030208333323
28,1.9140120833333323
29,1.9120211458333323
30,1.9100302083333323
31,1.9080392708333322
32,1.9060483333333322
33,1.9040573958333322
34,1.9020664583333322
35,1.9000755208333322
36,1.8980845833333322
37,1.8960936458333322
38,1.8941027083333322
39,1.8921117708333322
40,1.8901208333333321
41,1.8884439236111097
42,1.8867670138888872
43,1.8850901041666648
44,1.8834131944444423
45,1.8817362847222199
46,1.8800593749999974
47,1.878382465277775
48,1.8767055555555525
49,1.87502864583333
50,1.8733517361111076
51,1.8716748263888852
52,1.8699979166666627
53,1.8683210069444403
54,1.8666440972222178
55,1.8649671874999953
56,1.863290277777773
57,1.8616133680555504
58,1.859936458333328
59,1.8582595486111055
60,1.856582638888883
61,1.8549057291666606
62,1.8532288194444382
63,1.8515519097222157
64,1.8498749999999933
65,1.8481980902777708
66,1.8465211805555484
67,1.844844270833326
68,1.8431673611111035
69,1.841490451388881
70,1.8398135416666586
71,1.838136631944436
72,1.8364597222222137
73,1.8347828124999912
74,1.8331059027777687
75,1.8314289930555463
76,1.8297520833333238
77,1.8280751736111014
78,1.826398263888879
79,1.8247213541666565
80,1.823044444444434
81,1.821808020833323
82,1.8205715972222118
83,1.8193351736111008
84,1.8180987499999897
85,1.8168623263888786
86,1.8156259027777675
87,1.8143894791666564
88,1.8131530555555453
89,1.8119166319444342
90,1.810680208333323
91,1.809443784722212
92,1.808207361111101
93,1.8069709374999898
94,1.8057345138888787
95,1.8044980902777676
96,1.8032616666666565
97,1.8020252430555455
98,1.8007888194444344
99,1.7995523958333233
100,1.7983159722222122
101,1.797079548611101
102,1.79584312499999
103,1.794606701388879
104,1.7933702777777678
105,1.7921338541666567
106,1.7908974305555456
107,1.7896610069444345
108,1.7884245833333234
109,1.7871881597222123
110,1.7859517361111013
111,1.7847153124999902
112,1.783478888888879
113,1.782242465277768
114,1.7810060416666569
115,1.7797696180555458
116,1.7785331944444347
117,1.7772967708333236
118,1.7760603472222125
119,1.7748239236111014
120,1.7735874999999903
121,1.772350243055547
122,1.7711129861111035
123,1.76987572916666
124,1.7686384722222166
125,1.7674012152777732
126,1.7661639583333297
127,1.7649267013888863
128,1.7636894444444429
129,1.7624521874999994
130,1.761214930555556
131,1.7599776736111126
132,1.7587404166666691
133,1.7575031597222257
134,1.7562659027777823
135,1.7550286458333388
136,1.7537913888888954
137,1.752554131944452
138,1.7513168750000085
139,1.7500796180555651
140,1.7488423611111217
141,1.7476051041666782
142,1.7463678472222348
143,1.7451305902777914
144,1.743893333333348
145,1.7426560763889045
146,1.741418819444461
147,1.7401815625000177
148,1.7389443055555742
149,1.7377070486111308
150,1.7364697916666874
151,1.735232534722244
152,1.7339952777778005
153,1.732758020833357
154,1.7315207638889136
155,1.7302835069444702
156,1.7290462500000268
157,1.7278089930555833
158,1.72657173611114
159,1.7253344791666965
160,1.724097222222253
161,1.7228783547916946
162,1.7216594873611362
163,1.7204406199305777
164,1.7192217525000193
165,1.7180028850694609
166,1.7167840176389024
167,1.715565150208344
168,1.7143462827777856
169,1.7131274153472271
170,1.7119085479166687
171,1.7106896804861103
172,1.7094708130555518
173,1.7082519456249934
174,1.707033078194435
175,1.7058142107638765
176,1.704595343333318
177,1.7033764759027596
178,1.7021576084722012
179,1.7009387410416428
180,1.6997198736110843
181,1.698501006180526
182,1.6972821387499675
183,1.696063271319409
184,1.6948444038888506
185,1.6936255364582922
186,1.6924066690277337
187,1.6911878015971753
188,1.6899689341666169
189,1.6887500667360584
190,1.6875311993055
191,1.6863123318749416
192,1.6850934644443831
193,1.6838745970138247
194,1.6826557295832663
195,1.6814368621527078
196,1.6802179947221494
197,1.678999127291591
198,1.6777802598610325
199,1.676561392430474
200,1.6753425249999156
201,1.6747900035415848
202,1.674237482083254
203,1.6736849606249231
204,1.6731324391665923
205,1.6725799177082614
206,1.6720273962499306
207,1.6714748747915997
208,1.6709223533332689
209,1.670369831874938
210,1.6698173104166072
211,1.6692647889582763
212,1.6687122674999455
213,1.6681597460416147
214,1.6676072245832838
215,1.667054703124953
216,1.6665021816666221
217,1.6659496602082913
218,1.6653971387499604
219,1.6648446172916296
220,1.6642920958332987
221,1.6637395743749679
222,1.663187052916637
223,1.6626345314583062
224,1.6620820099999754
225,1.6615294885416445
226,1.6609769670833137
227,1.6604244456249828
228,1.659871924166652
229,1.6593194027083211
230,1.6587668812499903
231,1.6582143597916594
232,1.6576618383333286
233,1.6571093168749977
234,1.656556795416667
235,1.656004273958336
236,1.6554517525000052
237,1.6548992310416744
238,1.6543467095833435
239,1.6537941881250127
240,1.6532416666666818
241,1.6519686111111287
242,1.6506955555555756
243,1.6494225000000224
244,1.6481494444444693
245,1.6468763888889162
246,1.645603333333363
247,1.64433027777781
248,1.6430572222222568
249,1.6417841666667037
250,1.6405111111111506
251,1.6392380555555974
252,1.6379650000000443
253,1.6366919444444912
254,1.635418888888938
255,1.634145833333385
256,1.6328727777778318
257,1.6315997222222787
258,1.6303266666667255
259,1.6290536111111724
260,1.6277805555556193
261,1.6265075000000662
262,1.625234444444513
263,1.62396138888896
264,1.6226883333334068
265,1.6214152777778537
266,1.6201422222223005
267,1.6188691666667474
268,1.6175961111111943
269,1.6163230555556412
270,1.615050000000088
271,1.613776944444535
272,1.6125038888889818
273,1.6112308333334286
274,1.6099577777778755
275,1.6086847222223224
276,1.6074116666667693
277,1.6061386111112161
278,1.604865555555663
279,1.6035925000001099
280,1.6023194444445568
281,1.6016004004167719
282,1.600881356388987
283,1.600162312361202
284,1.5994432683334172
285,1.5987242243056323
286,1.5980051802778474
287,1.5972861362500625
288,1.5965670922222777
289,1.5958480481944928
290,1.5951290041667079
291,1.594409960138923
292,1.5936909161111381
293,1.5929718720833532
294,1.5922528280555683
295,1.5915337840277834
296,1.5908147399999986
297,1.5900956959722137
298,1.5893766519444288
299,1.588657607916644
300,1.587938563888859
301,1.5872195198610741
302,1.5865004758332892
303,1.5857814318055043
304,1.5850623877777195
305,1.5843433437499346
306,1.5836242997221497
307,1.5829052556943648
308,1.58218621166658
309,1.581467167638795
310,1.5807481236110101
311,1.5800290795832252
312,1.5793100355554404
313,1.5785909915276555
314,1.5778719474998706
315,1.5771529034720857
316,1.5764338594443008
317,1.575714815416516
318,1.574995771388731
319,1.5742767273609461
320,1.5735576833331613
321,1.5859915263887456
322,1.59842536944433
323,1.6108592124999144
324,1.6232930555554987
325,1.6213515624999486
326,1.6194100694443985
327,1.6174685763888483
328,1.6155270833332982
329,1.613585590277748
330,1.611644097222198
331,1.6097026041666478
332,1.6077611111110977
333,1.6058196180555475
334,1.6038781249999974
335,1.6019366319444472
336,1.599995138888897
337,1.598053645833347
338,1.5961121527777968
339,1.5941706597222467
340,1.5922291666666966
341,1.5902876736111464
342,1.5883461805555963
343,1.5864046875000462
344,1.584463194444496
345,1.5825217013889459
346,1.5805802083333957
347,1.5786387152778456
348,1.5766972222222955
349,1.5747557291667453
350,1.5728142361111952
351,1.570872743055645
352,1.568931250000095
