,0
0,2.000348611111103
1,1.9995109691388808
2,1.9986733271666588
3,1.9978356851944368
4,1.9969980432222147
5,1.9961604012499927
6,1.9953227592777707
7,1.9944851173055487
8,1.9936474753333266
9,1.9928098333611046
10,1.9919721913888826
11,1.9911345494166606
12,1.9902969074444385
13,1.9894592654722165
14,1.9886216234999945
15,1.9877839815277725
16,1.9869463395555504
17,1.9861086975833284
18,1.9852710556111064
19,1.9844334136388844
20,1.9835957716666623
21,1.9827581296944403
22,1.9819204877222183
23,1.9810828457499963
24,1.9802452037777742
25,1.9794075618055522
26,1.9785699198333302
27,1.9777322778611082
28,1.9768946358888861
29,1.9760569939166641
30,1.975219351944442
31,1.97438170997222
32,1.973544067999998
33,1.972706426027776
34,1.971868784055554
35,1.971031142083332
36,1.97019350011111
37,1.969355858138888
38,1.968518216166666
39,1.9676805741944439
40,1.9668429322222218
41,1.9660052902499998
42,1.9651676482777778
43,1.9643300063055558
44,1.9634923643333337
45,1.9626547223611117
46,1.9618170803888897
47,1.9609794384166677
48,1.9601417964444456
49,1.9593041544722236
50,1.9584665125000016
51,1.9575211822500027
52,1.9565758520000038
53,1.955630521750005
54,1.954685191500006
55,1.9537398612500072
56,1.9527945310000083
57,1.9518492007500094
58,1.9509038705000106
59,1.9499585402500117
60,1.9490132100000128
61,1.948067879750014
62,1.947122549500015
63,1.9461772192500162
64,1.9452318890000173
65,1.9442865587500184
66,1.9433412285000196
67,1.9423958982500207
68,1.9414505680000218
69,1.940505237750023
70,1.939559907500024
71,1.9386145772500252
72,1.9376692470000263
73,1.9367239167500274
74,1.9357785865000285
75,1.9348332562500297
76,1.9338879260000308
77,1.932942595750032
78,1.931997265500033
79,1.9310519352500342
80,1.9301066050000353
81,1.9291612747500364
82,1.9282159445000375
83,1.9272706142500386
84,1.9263252840000398
85,1.925379953750041
86,1.924434623500042
87,1.9234892932500431
88,1.9225439630000443
89,1.9215986327500454
90,1.9206533025000465
91,1.9197079722500476
92,1.9187626420000488
93,1.9178173117500499
94,1.916871981500051
95,1.9159266512500521
96,1.9149813210000532
97,1.9140359907500544
98,1.9130906605000555
99,1.9121453302500566
100,1.9112000000000577
101,1.9103734666667234
102,1.909546933333389
103,1.9087204000000546
104,1.9078938666667202
105,1.9070673333333859
106,1.9062408000000515
107,1.905414266666717
108,1.9045877333333827
109,1.9037612000000483
110,1.902934666666714
111,1.9021081333333796
112,1.9012816000000452
113,1.9004550666667108
114,1.8996285333333764
115,1.898802000000042
116,1.8979754666667077
117,1.8971489333333733
118,1.896322400000039
119,1.8954958666667046
120,1.8946693333333702
121,1.8938428000000358
122,1.8930162666667014
123,1.892189733333367
124,1.8913632000000327
125,1.8905366666666983
126,1.889710133333364
127,1.8888836000000295
128,1.8880570666666951
129,1.8872305333333608
130,1.8864040000000264
